,Unnamed: 0,Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId,CultivoId,Tipo,class_idx
572,573,20,U,-61.465210408971025,-33.52712261473582,91.20997649999993,BCR,19/20,4448,24,URBANO,13
572,573,20,U,-61.46579604116032,-33.52749909691896,91.20997649999993,BCR,19/20,4449,24,URBANO,13
572,573,20,U,-61.4658931532869,-33.52689553594176,91.20997649999993,BCR,19/20,4450,24,URBANO,13
572,573,20,U,-61.46632052270428,-33.52720601557887,91.20997649999993,BCR,19/20,4451,24,URBANO,13
572,573,20,U,-61.46521484011803,-33.52693700587291,91.20997649999993,BCR,19/20,4452,24,URBANO,13
572,573,20,U,-61.46641982928227,-33.52791447780156,91.20997649999993,BCR,19/20,4453,24,URBANO,13
841,842,464,U,-61.5301099986996,-34.18860630750363,-2.35e-05,BCR,19/20,4454,24,URBANO,13
841,842,464,U,-61.53032444561382,-34.18837907579679,-2.35e-05,BCR,19/20,4455,24,URBANO,13
841,842,464,U,-61.530906080018525,-34.18912494352344,-2.35e-05,BCR,19/20,4456,24,URBANO,13
841,842,464,U,-61.5305841684114,-34.18891840119521,-2.35e-05,BCR,19/20,4457,24,URBANO,13
841,842,464,U,-61.53071150924307,-34.189247078005565,-2.35e-05,BCR,19/20,4458,24,URBANO,13
841,842,464,U,-61.530877280034375,-34.187621194607445,-2.35e-05,BCR,19/20,4459,24,URBANO,13
841,842,464,U,-61.53031499649781,-34.189099303505614,-2.35e-05,BCR,19/20,4460,24,URBANO,13
841,842,464,U,-61.53076063485232,-34.18878327111728,-2.35e-05,BCR,19/20,4461,24,URBANO,13
841,842,464,U,-61.530638375367374,-34.188682189284556,-2.35e-05,BCR,19/20,4462,24,URBANO,13
841,842,464,U,-61.53112291999816,-34.188631447448834,-2.35e-05,BCR,19/20,4463,24,URBANO,13
841,842,464,U,-61.5320298230961,-34.18781388204613,-2.35e-05,BCR,19/20,4464,24,URBANO,13
841,842,464,U,-61.53174016537618,-34.18777746903527,-2.35e-05,BCR,19/20,4465,24,URBANO,13
841,842,464,U,-61.5310471796872,-34.187570980642754,-2.35e-05,BCR,19/20,4466,24,URBANO,13
841,842,464,U,-61.531785750720154,-34.18874794781927,-2.35e-05,BCR,19/20,4467,24,URBANO,13
841,842,464,U,-61.53121923963773,-34.188316769728466,-2.35e-05,BCR,19/20,4468,24,URBANO,13
841,842,464,U,-61.53074520057336,-34.18772648946758,-2.35e-05,BCR,19/20,4469,24,URBANO,13
841,842,464,U,-61.530168077978104,-34.188643920582315,-2.35e-05,BCR,19/20,4470,24,URBANO,13
841,842,464,U,-61.53187545747823,-34.18779919920269,-2.35e-05,BCR,19/20,4471,24,URBANO,13
841,842,464,U,-61.531873101016586,-34.18766928090709,-2.35e-05,BCR,19/20,4472,24,URBANO,13
841,842,464,U,-61.53180082607188,-34.18902208767598,-2.35e-05,BCR,19/20,4473,24,URBANO,13
841,842,464,U,-61.53104252274819,-34.189034789503616,-2.35e-05,BCR,19/20,4474,24,URBANO,13
841,842,464,U,-61.53034072826332,-34.18768802710753,-2.35e-05,BCR,19/20,4475,24,URBANO,13
841,842,464,U,-61.531500975525,-34.18933615982731,-2.35e-05,BCR,19/20,4476,24,URBANO,13
841,842,464,U,-61.53038217437824,-34.18924327808351,-2.35e-05,BCR,19/20,4477,24,URBANO,13
841,842,464,U,-61.53062619536033,-34.188365553640416,-2.35e-05,BCR,19/20,4478,24,URBANO,13
841,842,464,U,-61.53008642906234,-34.188624914653246,-2.35e-05,BCR,19/20,4479,24,URBANO,13
841,842,464,U,-61.53131098647734,-34.18895429858649,-2.35e-05,BCR,19/20,4480,24,URBANO,13
841,842,464,U,-61.53023760806315,-34.18786509210112,-2.35e-05,BCR,19/20,4481,24,URBANO,13
841,842,464,U,-61.531842037995276,-34.18808536204303,-2.35e-05,BCR,19/20,4482,24,URBANO,13
841,842,464,U,-61.53105598435991,-34.18927663422108,-2.35e-05,BCR,19/20,4483,24,URBANO,13
841,842,464,U,-61.530698452807904,-34.18865821199334,-2.35e-05,BCR,19/20,4484,24,URBANO,13
841,842,464,U,-61.5309034735398,-34.18861566576226,-2.35e-05,BCR,19/20,4485,24,URBANO,13
841,842,464,U,-61.531596120422044,-34.1893317815568,-2.35e-05,BCR,19/20,4486,24,URBANO,13
841,842,464,U,-61.53170058767095,-34.18817470950488,-2.35e-05,BCR,19/20,4487,24,URBANO,13
841,842,464,U,-61.53064817523713,-34.187671451607365,-2.35e-05,BCR,19/20,4488,24,URBANO,13
841,842,464,U,-61.5314933355555,-34.18857437389688,-2.35e-05,BCR,19/20,4489,24,URBANO,13
841,842,464,U,-61.53129779473186,-34.18892989727892,-2.35e-05,BCR,19/20,4490,24,URBANO,13
841,842,464,U,-61.53078624328153,-34.18897034363042,-2.35e-05,BCR,19/20,4491,24,URBANO,13
841,842,464,U,-61.530000676091,-34.18888654622356,-2.35e-05,BCR,19/20,4492,24,URBANO,13
841,842,464,U,-61.53047280732659,-34.18822121390866,-2.35e-05,BCR,19/20,4493,24,URBANO,13
841,842,464,U,-61.52999566459638,-34.18872655059692,-2.35e-05,BCR,19/20,4494,24,URBANO,13
841,842,464,U,-61.53003617141377,-34.18863289456766,-2.35e-05,BCR,19/20,4495,24,URBANO,13
841,842,464,U,-61.53135746864344,-34.18757898136167,-2.35e-05,BCR,19/20,4496,24,URBANO,13
841,842,464,U,-61.530201424684456,-34.18792128506339,-2.35e-05,BCR,19/20,4497,24,URBANO,13
841,842,464,U,-61.530957219421296,-34.18835401661866,-2.35e-05,BCR,19/20,4498,24,URBANO,13
841,842,464,U,-61.53162805352417,-34.188974483377415,-2.35e-05,BCR,19/20,4499,24,URBANO,13
841,842,464,U,-61.5310470761316,-34.189232933933425,-2.35e-05,BCR,19/20,4500,24,URBANO,13
841,842,464,U,-61.530964633232784,-34.188953894454016,-2.35e-05,BCR,19/20,4501,24,URBANO,13
841,842,464,U,-61.53155779178467,-34.18934024442802,-2.35e-05,BCR,19/20,4502,24,URBANO,13
826,827,436,U,-61.61650070803037,-33.70296960451186,96.0199765000001,BCR,19/20,4503,24,URBANO,13
826,827,436,U,-61.618258031970754,-33.70180448258085,96.0199765000001,BCR,19/20,4504,24,URBANO,13
826,827,436,U,-61.61833809262458,-33.702267005073566,96.0199765000001,BCR,19/20,4505,24,URBANO,13
826,827,436,U,-61.61789697030772,-33.70203928099862,96.0199765000001,BCR,19/20,4506,24,URBANO,13
826,827,436,U,-61.61742302196805,-33.70206062018795,96.0199765000001,BCR,19/20,4507,24,URBANO,13
826,827,436,U,-61.617899626986166,-33.702572105276744,96.0199765000001,BCR,19/20,4508,24,URBANO,13
826,827,436,U,-61.61732277296973,-33.70249298812872,96.0199765000001,BCR,19/20,4509,24,URBANO,13
826,827,436,U,-61.61829357622783,-33.70198239726529,96.0199765000001,BCR,19/20,4510,24,URBANO,13
826,827,436,U,-61.617234051716835,-33.70282195050628,96.0199765000001,BCR,19/20,4511,24,URBANO,13
826,827,436,U,-61.618216142010894,-33.702157434630195,96.0199765000001,BCR,19/20,4512,24,URBANO,13
826,827,436,U,-61.61633893003418,-33.702728705407644,96.0199765000001,BCR,19/20,4513,24,URBANO,13
826,827,436,U,-61.61803796263168,-33.702375106783904,96.0199765000001,BCR,19/20,4514,24,URBANO,13
826,827,436,U,-61.616852614341035,-33.70231773810139,96.0199765000001,BCR,19/20,4515,24,URBANO,13
826,827,436,U,-61.61724075749116,-33.702798041370365,96.0199765000001,BCR,19/20,4516,24,URBANO,13
826,827,436,U,-61.61764001086435,-33.703397791634714,96.0199765000001,BCR,19/20,4517,24,URBANO,13
826,827,436,U,-61.61650771168091,-33.702505595345556,96.0199765000001,BCR,19/20,4518,24,URBANO,13
826,827,436,U,-61.61644328354802,-33.702460061441485,96.0199765000001,BCR,19/20,4519,24,URBANO,13
826,827,436,U,-61.61848332837855,-33.702247557825174,96.0199765000001,BCR,19/20,4520,24,URBANO,13
826,827,436,U,-61.617381890313105,-33.70169055244896,96.0199765000001,BCR,19/20,4521,24,URBANO,13
826,827,436,U,-61.61725888195699,-33.702348126675815,96.0199765000001,BCR,19/20,4522,24,URBANO,13
826,827,436,U,-61.61682833537089,-33.70299205366112,96.0199765000001,BCR,19/20,4523,24,URBANO,13
826,827,436,U,-61.61796911284909,-33.70173607932586,96.0199765000001,BCR,19/20,4524,24,URBANO,13
826,827,436,U,-61.617265925479,-33.702684387487025,96.0199765000001,BCR,19/20,4525,24,URBANO,13
826,827,436,U,-61.61798045044748,-33.70309810011487,96.0199765000001,BCR,19/20,4526,24,URBANO,13
826,827,436,U,-61.61761676051948,-33.70249772883425,96.0199765000001,BCR,19/20,4527,24,URBANO,13
826,827,436,U,-61.61669737357443,-33.70264638604367,96.0199765000001,BCR,19/20,4528,24,URBANO,13
826,827,436,U,-61.61774210994024,-33.702481923266944,96.0199765000001,BCR,19/20,4529,24,URBANO,13
826,827,436,U,-61.61683536145016,-33.702748841985596,96.0199765000001,BCR,19/20,4530,24,URBANO,13
826,827,436,U,-61.61656047713729,-33.7033360047443,96.0199765000001,BCR,19/20,4531,24,URBANO,13
826,827,436,U,-61.61649504691401,-33.70322044531251,96.0199765000001,BCR,19/20,4532,24,URBANO,13
826,827,436,U,-61.61715173896583,-33.703329559939846,96.0199765000001,BCR,19/20,4533,24,URBANO,13
826,827,436,U,-61.61812404050332,-33.70248556201405,96.0199765000001,BCR,19/20,4534,24,URBANO,13
826,827,436,U,-61.61743240504668,-33.70317670066397,96.0199765000001,BCR,19/20,4535,24,URBANO,13
826,827,436,U,-61.61679044099287,-33.702569483336774,96.0199765000001,BCR,19/20,4536,24,URBANO,13
826,827,436,U,-61.617991078140356,-33.70240339419537,96.0199765000001,BCR,19/20,4537,24,URBANO,13
826,827,436,U,-61.61680764480788,-33.70187507782122,96.0199765000001,BCR,19/20,4538,24,URBANO,13
826,827,436,U,-61.61805604213501,-33.70275050361095,96.0199765000001,BCR,19/20,4539,24,URBANO,13
826,827,436,U,-61.61719137956287,-33.702913599712936,96.0199765000001,BCR,19/20,4540,24,URBANO,13
826,827,436,U,-61.61799860506039,-33.701730351317785,96.0199765000001,BCR,19/20,4541,24,URBANO,13
826,827,436,U,-61.61757567468329,-33.703437943208904,96.0199765000001,BCR,19/20,4542,24,URBANO,13
826,827,436,U,-61.61732734760727,-33.70259319439144,96.0199765000001,BCR,19/20,4543,24,URBANO,13
826,827,436,U,-61.61639414404101,-33.70313098170086,96.0199765000001,BCR,19/20,4544,24,URBANO,13
826,827,436,U,-61.617938788538716,-33.70324285334643,96.0199765000001,BCR,19/20,4545,24,URBANO,13
826,827,436,U,-61.617882391436396,-33.70316720259513,96.0199765000001,BCR,19/20,4546,24,URBANO,13
826,827,436,U,-61.61651425557792,-33.7022655809926,96.0199765000001,BCR,19/20,4547,24,URBANO,13
826,827,436,U,-61.617310366273514,-33.702826466964595,96.0199765000001,BCR,19/20,4548,24,URBANO,13
826,827,436,U,-61.61833046566068,-33.70218182529075,96.0199765000001,BCR,19/20,4549,24,URBANO,13
826,827,436,U,-61.61795506639689,-33.70219946029628,96.0199765000001,BCR,19/20,4550,24,URBANO,13
826,827,436,U,-61.617359547541255,-33.70339441125012,96.0199765000001,BCR,19/20,4551,24,URBANO,13
576,577,30,U,-61.490190365756824,-33.45794709207818,114.03997650000008,BCR,19/20,4552,24,URBANO,13
576,577,30,U,-61.49066506621813,-33.45763822639446,114.03997650000008,BCR,19/20,4553,24,URBANO,13
576,577,30,U,-61.4902493443113,-33.457608061375915,114.03997650000008,BCR,19/20,4554,24,URBANO,13
576,577,30,U,-61.49039005923372,-33.458518960885065,114.03997650000008,BCR,19/20,4555,24,URBANO,13
576,577,30,U,-61.48944262993087,-33.457991969229376,114.03997650000008,BCR,19/20,4556,24,URBANO,13
576,577,30,U,-61.49096550259082,-33.45759986540871,114.03997650000008,BCR,19/20,4557,24,URBANO,13
576,577,30,U,-61.48974087911529,-33.45897355047959,114.03997650000008,BCR,19/20,4558,24,URBANO,13
576,577,30,U,-61.491186056613934,-33.457419216484396,114.03997650000008,BCR,19/20,4559,24,URBANO,13
576,577,30,U,-61.49094397045899,-33.45911163474667,114.03997650000008,BCR,19/20,4560,24,URBANO,13
576,577,30,U,-61.489750199972256,-33.45775732356215,114.03997650000008,BCR,19/20,4561,24,URBANO,13
576,577,30,U,-61.48978485774757,-33.458630149825325,114.03997650000008,BCR,19/20,4562,24,URBANO,13
576,577,30,U,-61.49027077819759,-33.4579049423849,114.03997650000008,BCR,19/20,4563,24,URBANO,13
576,577,30,U,-61.48962297187776,-33.458167696544216,114.03997650000008,BCR,19/20,4564,24,URBANO,13
576,577,30,U,-61.49004660112913,-33.45846446864762,114.03997650000008,BCR,19/20,4565,24,URBANO,13
576,577,30,U,-61.48944121202237,-33.458382184897424,114.03997650000008,BCR,19/20,4566,24,URBANO,13
576,577,30,U,-61.49061169340504,-33.45860864056191,114.03997650000008,BCR,19/20,4567,24,URBANO,13
576,577,30,U,-61.489870871845405,-33.45839608068523,114.03997650000008,BCR,19/20,4568,24,URBANO,13
576,577,30,U,-61.48966221402731,-33.45776397554442,114.03997650000008,BCR,19/20,4569,24,URBANO,13
576,577,30,U,-61.49112248619019,-33.45733805756547,114.03997650000008,BCR,19/20,4570,24,URBANO,13
576,577,30,U,-61.48916644863017,-33.45784052913284,114.03997650000008,BCR,19/20,4571,24,URBANO,13
576,577,30,U,-61.489916109656264,-33.45776657948278,114.03997650000008,BCR,19/20,4572,24,URBANO,13
576,577,30,U,-61.49016324413766,-33.45792492604077,114.03997650000008,BCR,19/20,4573,24,URBANO,13
576,577,30,U,-61.490749175320204,-33.458108382659994,114.03997650000008,BCR,19/20,4574,24,URBANO,13
576,577,30,U,-61.49098773349138,-33.45897133607249,114.03997650000008,BCR,19/20,4575,24,URBANO,13
576,577,30,U,-61.490185681544894,-33.457548197754804,114.03997650000008,BCR,19/20,4576,24,URBANO,13
576,577,30,U,-61.49117609386421,-33.45836872993337,114.03997650000008,BCR,19/20,4577,24,URBANO,13
576,577,30,U,-61.48937558653512,-33.457563409864164,114.03997650000008,BCR,19/20,4578,24,URBANO,13
576,577,30,U,-61.49071258643771,-33.457330578739686,114.03997650000008,BCR,19/20,4579,24,URBANO,13
576,577,30,U,-61.49079699967162,-33.4582358443997,114.03997650000008,BCR,19/20,4580,24,URBANO,13
576,577,30,U,-61.48924029150667,-33.458461429702574,114.03997650000008,BCR,19/20,4581,24,URBANO,13
576,577,30,U,-61.49037336345348,-33.45902663667044,114.03997650000008,BCR,19/20,4582,24,URBANO,13
576,577,30,U,-61.48970057657936,-33.45884817218187,114.03997650000008,BCR,19/20,4583,24,URBANO,13
576,577,30,U,-61.49063874685568,-33.45846247673103,114.03997650000008,BCR,19/20,4584,24,URBANO,13
576,577,30,U,-61.4911422138226,-33.45843941225712,114.03997650000008,BCR,19/20,4585,24,URBANO,13
576,577,30,U,-61.48917050787984,-33.45910607098424,114.03997650000008,BCR,19/20,4586,24,URBANO,13
576,577,30,U,-61.48991946255451,-33.45854064139896,114.03997650000008,BCR,19/20,4587,24,URBANO,13
576,577,30,U,-61.489210092065726,-33.45799036441129,114.03997650000008,BCR,19/20,4588,24,URBANO,13
576,577,30,U,-61.491233278143326,-33.457712034210765,114.03997650000008,BCR,19/20,4589,24,URBANO,13
576,577,30,U,-61.49069264455296,-33.45828310925526,114.03997650000008,BCR,19/20,4590,24,URBANO,13
576,577,30,U,-61.489236664937444,-33.45764233222456,114.03997650000008,BCR,19/20,4591,24,URBANO,13
576,577,30,U,-61.489387893622364,-33.4589259392694,114.03997650000008,BCR,19/20,4592,24,URBANO,13
576,577,30,U,-61.49078441494231,-33.45805780395156,114.03997650000008,BCR,19/20,4593,24,URBANO,13
576,577,30,U,-61.48975930073769,-33.458618060497,114.03997650000008,BCR,19/20,4594,24,URBANO,13
576,577,30,U,-61.49067154032694,-33.45745224870143,114.03997650000008,BCR,19/20,4595,24,URBANO,13
576,577,30,U,-61.48994936257088,-33.45886971121851,114.03997650000008,BCR,19/20,4596,24,URBANO,13
576,577,30,U,-61.49056739343777,-33.459051404572605,114.03997650000008,BCR,19/20,4597,24,URBANO,13
576,577,30,U,-61.48952312904702,-33.45769115468685,114.03997650000008,BCR,19/20,4598,24,URBANO,13
576,577,30,U,-61.489849088400085,-33.457550320023216,114.03997650000008,BCR,19/20,4599,24,URBANO,13
576,577,30,U,-61.490492949506134,-33.45748842955331,114.03997650000008,BCR,19/20,4600,24,URBANO,13
838,839,459,U,-61.457963300828276,-33.66138750789524,83.75997649999988,BCR,19/20,4601,24,URBANO,13
838,839,459,U,-61.45827547435149,-33.66075049723291,83.75997649999988,BCR,19/20,4602,24,URBANO,13
838,839,459,U,-61.45818578366678,-33.660308807187135,83.75997649999988,BCR,19/20,4603,24,URBANO,13
838,839,459,U,-61.45727761678622,-33.660634277274255,83.75997649999988,BCR,19/20,4604,24,URBANO,13
838,839,459,U,-61.457855420123494,-33.66049647566069,83.75997649999988,BCR,19/20,4605,24,URBANO,13
838,839,459,U,-61.45718990277291,-33.66056158675364,83.75997649999988,BCR,19/20,4606,24,URBANO,13
838,839,459,U,-61.45751284507998,-33.66075069628539,83.75997649999988,BCR,19/20,4607,24,URBANO,13
838,839,459,U,-61.45837253890048,-33.660311462675814,83.75997649999988,BCR,19/20,4608,24,URBANO,13
838,839,459,U,-61.45840238963532,-33.660899249175664,83.75997649999988,BCR,19/20,4609,24,URBANO,13
838,839,459,U,-61.45773039911923,-33.660328222370104,83.75997649999988,BCR,19/20,4610,24,URBANO,13
838,839,459,U,-61.45765950959165,-33.65978574355805,83.75997649999988,BCR,19/20,4611,24,URBANO,13
838,839,459,U,-61.45835262194767,-33.66128167782836,83.75997649999988,BCR,19/20,4612,24,URBANO,13
838,839,459,U,-61.458238744267526,-33.661412693808174,83.75997649999988,BCR,19/20,4613,24,URBANO,13
838,839,459,U,-61.45791171820665,-33.66061228930182,83.75997649999988,BCR,19/20,4614,24,URBANO,13
838,839,459,U,-61.45784987871898,-33.660716496452835,83.75997649999988,BCR,19/20,4615,24,URBANO,13
838,839,459,U,-61.45917048195149,-33.65972783970052,83.75997649999988,BCR,19/20,4616,24,URBANO,13
838,839,459,U,-61.45838603775515,-33.66131123630183,83.75997649999988,BCR,19/20,4617,24,URBANO,13
838,839,459,U,-61.45786461572619,-33.66040354748941,83.75997649999988,BCR,19/20,4618,24,URBANO,13
838,839,459,U,-61.45752167470237,-33.66046957714243,83.75997649999988,BCR,19/20,4619,24,URBANO,13
838,839,459,U,-61.45868369912164,-33.66129241165524,83.75997649999988,BCR,19/20,4620,24,URBANO,13
838,839,459,U,-61.45779013131065,-33.661412959812154,83.75997649999988,BCR,19/20,4621,24,URBANO,13
838,839,459,U,-61.45771768895338,-33.660968254075286,83.75997649999988,BCR,19/20,4622,24,URBANO,13
838,839,459,U,-61.459019559708516,-33.66136162304299,83.75997649999988,BCR,19/20,4623,24,URBANO,13
838,839,459,U,-61.457757452222694,-33.66057766253931,83.75997649999988,BCR,19/20,4624,24,URBANO,13
838,839,459,U,-61.45760241538049,-33.66127503284099,83.75997649999988,BCR,19/20,4625,24,URBANO,13
838,839,459,U,-61.458460280418,-33.661196319537524,83.75997649999988,BCR,19/20,4626,24,URBANO,13
838,839,459,U,-61.457717370015736,-33.65974056358509,83.75997649999988,BCR,19/20,4627,24,URBANO,13
838,839,459,U,-61.457444140040245,-33.66001257016582,83.75997649999988,BCR,19/20,4628,24,URBANO,13
838,839,459,U,-61.45845237249055,-33.66076286312155,83.75997649999988,BCR,19/20,4629,24,URBANO,13
838,839,459,U,-61.457500162970184,-33.6600157289213,83.75997649999988,BCR,19/20,4630,24,URBANO,13
838,839,459,U,-61.45867474134591,-33.65977563131019,83.75997649999988,BCR,19/20,4631,24,URBANO,13
838,839,459,U,-61.457910724362584,-33.66016030054495,83.75997649999988,BCR,19/20,4632,24,URBANO,13
838,839,459,U,-61.45806212824865,-33.660038568539015,83.75997649999988,BCR,19/20,4633,24,URBANO,13
838,839,459,U,-61.457527360608715,-33.66038213663221,83.75997649999988,BCR,19/20,4634,24,URBANO,13
838,839,459,U,-61.45873827269032,-33.660474164410026,83.75997649999988,BCR,19/20,4635,24,URBANO,13
838,839,459,U,-61.457580435937345,-33.66094386037703,83.75997649999988,BCR,19/20,4636,24,URBANO,13
838,839,459,U,-61.45736688379849,-33.659918813822884,83.75997649999988,BCR,19/20,4637,24,URBANO,13
838,839,459,U,-61.457223454403916,-33.6609460738395,83.75997649999988,BCR,19/20,4638,24,URBANO,13
838,839,459,U,-61.45810619856067,-33.66013336778139,83.75997649999988,BCR,19/20,4639,24,URBANO,13
838,839,459,U,-61.45904740986607,-33.660326676971145,83.75997649999988,BCR,19/20,4640,24,URBANO,13
838,839,459,U,-61.45738270663754,-33.65981147795121,83.75997649999988,BCR,19/20,4641,24,URBANO,13
838,839,459,U,-61.45891371682919,-33.66068330911137,83.75997649999988,BCR,19/20,4642,24,URBANO,13
838,839,459,U,-61.45857277334718,-33.659781772879434,83.75997649999988,BCR,19/20,4643,24,URBANO,13
838,839,459,U,-61.457669659421285,-33.66079454893167,83.75997649999988,BCR,19/20,4644,24,URBANO,13
838,839,459,U,-61.457152389174404,-33.660048322976756,83.75997649999988,BCR,19/20,4645,24,URBANO,13
838,839,459,U,-61.45806451158126,-33.661465144310746,83.75997649999988,BCR,19/20,4646,24,URBANO,13
838,839,459,U,-61.45862696493062,-33.66033370607956,83.75997649999988,BCR,19/20,4647,24,URBANO,13
838,839,459,U,-61.45778694905176,-33.66026858664452,83.75997649999988,BCR,19/20,4648,24,URBANO,13
838,839,459,U,-61.45899096443163,-33.660504059638406,83.75997649999988,BCR,19/20,4649,24,URBANO,13
844,845,467,U,-61.607006199577924,-33.6000361612254,-2.35e-05,BCR,19/20,4650,24,URBANO,13
844,845,467,U,-61.60763277612346,-33.59947941376207,-2.35e-05,BCR,19/20,4651,24,URBANO,13
844,845,467,U,-61.60745412143535,-33.59950592864503,-2.35e-05,BCR,19/20,4652,24,URBANO,13
844,845,467,U,-61.60855642228101,-33.59995546646246,-2.35e-05,BCR,19/20,4653,24,URBANO,13
844,845,467,U,-61.607276946031654,-33.59996335429486,-2.35e-05,BCR,19/20,4654,24,URBANO,13
844,845,467,U,-61.60841978758012,-33.599808870273826,-2.35e-05,BCR,19/20,4655,24,URBANO,13
844,845,467,U,-61.60862716392572,-33.59879487601135,-2.35e-05,BCR,19/20,4656,24,URBANO,13
844,845,467,U,-61.606726623608594,-33.59844992481214,-2.35e-05,BCR,19/20,4657,24,URBANO,13
844,845,467,U,-61.608091250121284,-33.59844187184726,-2.35e-05,BCR,19/20,4658,24,URBANO,13
844,845,467,U,-61.606908732822774,-33.598700263644,-2.35e-05,BCR,19/20,4659,24,URBANO,13
844,845,467,U,-61.60743994704319,-33.59916163063434,-2.35e-05,BCR,19/20,4660,24,URBANO,13
844,845,467,U,-61.60670811322027,-33.599778262247824,-2.35e-05,BCR,19/20,4661,24,URBANO,13
844,845,467,U,-61.60765360265519,-33.59853044699216,-2.35e-05,BCR,19/20,4662,24,URBANO,13
844,845,467,U,-61.60860417715826,-33.598336976103475,-2.35e-05,BCR,19/20,4663,24,URBANO,13
844,845,467,U,-61.60682485096142,-33.59836439305767,-2.35e-05,BCR,19/20,4664,24,URBANO,13
844,845,467,U,-61.60818032089909,-33.599846396966605,-2.35e-05,BCR,19/20,4665,24,URBANO,13
844,845,467,U,-61.60693162067817,-33.59845205430625,-2.35e-05,BCR,19/20,4666,24,URBANO,13
844,845,467,U,-61.60729069620495,-33.5993444727488,-2.35e-05,BCR,19/20,4667,24,URBANO,13
844,845,467,U,-61.60793959335063,-33.598355941363884,-2.35e-05,BCR,19/20,4668,24,URBANO,13
844,845,467,U,-61.60681073227514,-33.59852914422178,-2.35e-05,BCR,19/20,4669,24,URBANO,13
844,845,467,U,-61.60752262516155,-33.59846664255206,-2.35e-05,BCR,19/20,4670,24,URBANO,13
844,845,467,U,-61.60881185680662,-33.599911718663265,-2.35e-05,BCR,19/20,4671,24,URBANO,13
844,845,467,U,-61.6068888428893,-33.59910447216859,-2.35e-05,BCR,19/20,4672,24,URBANO,13
844,845,467,U,-61.60866515221037,-33.59926913075547,-2.35e-05,BCR,19/20,4673,24,URBANO,13
844,845,467,U,-61.60779345688379,-33.5983068339229,-2.35e-05,BCR,19/20,4674,24,URBANO,13
844,845,467,U,-61.60702431265155,-33.598296476621364,-2.35e-05,BCR,19/20,4675,24,URBANO,13
844,845,467,U,-61.60817530762998,-33.59943531665849,-2.35e-05,BCR,19/20,4676,24,URBANO,13
844,845,467,U,-61.60837378388352,-33.59914102540644,-2.35e-05,BCR,19/20,4677,24,URBANO,13
844,845,467,U,-61.607159198664306,-33.598737450376994,-2.35e-05,BCR,19/20,4678,24,URBANO,13
844,845,467,U,-61.60776790307878,-33.59881304229071,-2.35e-05,BCR,19/20,4679,24,URBANO,13
844,845,467,U,-61.60718756790353,-33.59971141299238,-2.35e-05,BCR,19/20,4680,24,URBANO,13
844,845,467,U,-61.60776144608461,-33.599302703230336,-2.35e-05,BCR,19/20,4681,24,URBANO,13
844,845,467,U,-61.60700748767781,-33.59940459463615,-2.35e-05,BCR,19/20,4682,24,URBANO,13
844,845,467,U,-61.607623340165794,-33.59896448337811,-2.35e-05,BCR,19/20,4683,24,URBANO,13
844,845,467,U,-61.60833524058152,-33.59862844211516,-2.35e-05,BCR,19/20,4684,24,URBANO,13
844,845,467,U,-61.606986554393025,-33.599991215871356,-2.35e-05,BCR,19/20,4685,24,URBANO,13
844,845,467,U,-61.60825854840247,-33.599157185204106,-2.35e-05,BCR,19/20,4686,24,URBANO,13
844,845,467,U,-61.60737017045168,-33.59836932784346,-2.35e-05,BCR,19/20,4687,24,URBANO,13
844,845,467,U,-61.607783611275636,-33.59902721126124,-2.35e-05,BCR,19/20,4688,24,URBANO,13
844,845,467,U,-61.6076365530566,-33.598716237268526,-2.35e-05,BCR,19/20,4689,24,URBANO,13
844,845,467,U,-61.60761112298264,-33.59911270321871,-2.35e-05,BCR,19/20,4690,24,URBANO,13
844,845,467,U,-61.60726079461675,-33.59837371557996,-2.35e-05,BCR,19/20,4691,24,URBANO,13
844,845,467,U,-61.607661947470234,-33.59938650732206,-2.35e-05,BCR,19/20,4692,24,URBANO,13
844,845,467,U,-61.607790714073474,-33.59860832937306,-2.35e-05,BCR,19/20,4693,24,URBANO,13
844,845,467,U,-61.608065084739536,-33.59830674921189,-2.35e-05,BCR,19/20,4694,24,URBANO,13
844,845,467,U,-61.60826124791507,-33.59943498051428,-2.35e-05,BCR,19/20,4695,24,URBANO,13
844,845,467,U,-61.60755442924633,-33.599020949950635,-2.35e-05,BCR,19/20,4696,24,URBANO,13
844,845,467,U,-61.60717248193793,-33.59928071254464,-2.35e-05,BCR,19/20,4697,24,URBANO,13
844,845,467,U,-61.60699018614751,-33.59931917762123,-2.35e-05,BCR,19/20,4698,24,URBANO,13
424,425,209,U,-61.99506982240328,-33.79609388843108,100.958084,BC,19/20,4699,24,URBANO,13
424,425,209,U,-61.99327106748786,-33.79511566981385,100.958084,BC,19/20,4700,24,URBANO,13
424,425,209,U,-61.9938684644155,-33.79479148783004,100.958084,BC,19/20,4701,24,URBANO,13
424,425,209,U,-61.994424970269556,-33.794948402576885,100.958084,BC,19/20,4702,24,URBANO,13
424,425,209,U,-61.99311954827384,-33.795708043450546,100.958084,BC,19/20,4703,24,URBANO,13
424,425,209,U,-61.993609863183195,-33.79616857322396,100.958084,BC,19/20,4704,24,URBANO,13
424,425,209,U,-61.994334217584786,-33.795644458699236,100.958084,BC,19/20,4705,24,URBANO,13
